Activity Type,Activity Description,Intimacy Level,Intimacy Rating,Audience Tag
Truth,Have you ever had a sexy dream about me?,L1,G,Couple
Truth,What's the naughtiest thing you've ever done in public?,L1,G,Couple
Truth,What's one thing you're curious about trying in the bedroom?,L1,G,Couple
Truth,What's your most memorable kiss?,L1,G,Couple
Truth,What are your thoughts on polyamory?,L1,G,Couple
Truth,What's the spiciest thing you've ever done on a date?,L1,G,Couple
Truth,"Do you make love, have sex, or screw?",L1,G,Couple
Truth,"If you could have a celebrity for a best friend, who would it be?",L1,G,Couple
Truth,What article of clothing in my closet do you find the sexiest?,L1,G,Couple
Truth,What is your favorite sex act to receive?,L1,G,Couple
Truth,What's the boldest thing you've ever done to get someone's attention?,L1,G,Couple
Truth,What is your biggest turn-off?,L1,G,Couple
Truth,What's the largest age gap between you and a sexual partner?,L1,G,Couple
Truth,Have you ever faked an orgasm?,L6,R,Couple
Truth,Do you like loud or silent people in bed?,L1,G,Couple
Truth,What's your most interesting sexual fantasy (describe it generally)?,L6,R,Couple
Truth,What are your top three places to be touched?,L1,G,Couple
Truth,How would you describe the way I taste?,L1,G,Couple
Truth,When do you feel your most sensual?,L1,G,Couple
Truth,Have you ever had a one-night stand?,L1,G,Couple
Truth,What is your favorite song about action in the bedroom?,L1,G,Couple
Truth,What's the most embarrassing text in your phone right now?,L1,G,Couple
Truth,What first attracted you to me?,L1,G,Group
Truth,What's your secret bedroom talent?,L2,G,Group
Truth,What sexual act(s) are you not into?,L1,G,Group
Truth,Describe your perfect date night that ends in the bedroom.,L1,G,Group
Truth,What typically non-sexual thing turns you on?,L2,G,Group
Truth,Where's the craziest place you've had sex?,L1,G,Group
Truth,What's your favorite sex act to receive?,L1,G,Group
Truth,What sex toy do you want to try that you haven't already?,L1,G,Group
Truth,What love language do you like to give/receive?,L1,G,Group
Truth,Do you prefer to be dominant or submissive?,L7,X,Group
Truth,What's the naughtiest thing you've ever done in public?,L1,G,Group
Truth,Who do you find most attractive in this room?,L1,G,Group
Truth,What's one thing you're curious about trying in the bedroom?,L1,G,Group
Truth,What's your most memorable kiss?,L1,G,Group
Truth,Have you ever thought about someone in this room in a spicy way?,L1,G,Group
Truth,What are your thoughts on polyamory?,L1,G,Group
Truth,What's the spiciest thing you've ever done on a date?,L1,G,Group
Truth,"Do you make love, have sex, or screw?",L1,G,Group
Truth,"If you could have a celebrity for a best friend, who would it be?",L1,G,Group
Truth,What is your favorite sex act to receive?,L1,G,Group
Truth,What's the boldest thing you've ever done to get someone's attention?,L1,G,Group
Truth,What is your biggest turn-off?,L1,G,Group
Truth,What's the largest age gap between you and a sexual partner?,L1,G,Group
Truth,Have you ever faked an orgasm?,L6,R,Group
Truth,Do you like loud or silent people in bed?,L1,G,Group
Truth,Have you ever had a crush on someone in this room?,L1,G,Group
Truth,"If you could date anyone in this room, who would it be and why?",L1,G,Group
Truth,What's your most interesting sexual fantasy (describe it generally)?,L6,R,Group
Truth,What are your top three places to be touched?,L1,G,Group
Truth,When do you feel your most sensual?,L1,G,Group
Truth,Have you ever had a one-night stand?,L1,G,Group
Truth,What is your favorite song about action in the bedroom?,L1,G,Group
Truth,What's the most embarrassing text in your phone right now?,L1,G,Group
Truth,What is your dirtiest sexual fantasy?,L6,R,Couple
Truth,"Do you have any kinks, fetishes, or guilty pleasures I don't know about?",L6,R,Couple
Truth,What's the hottest memory you have of us?,L1,G,Couple
Truth,How do you define good sex?,L1,G,Couple
Truth,Would you ever have sex in a public place? Where?,L1,G,Couple
Truth,Would you like to be tied up (or tie me up)?,L7,X,Couple
Truth,What's the kinkiest thing you've ever done in bed?,L6,R,Couple
Truth,How would you feel about people watching us have sex?,L1,G,Couple
Truth,What is the largest age gap between you and a sexual partner?,L1,G,Couple
Truth,What is the most extreme sexual act you have ever performed?,L1,G,Couple
Truth,What is the weirdest sexual request you have ever received?,L1,G,Couple
Truth,What celebrity would you pick to have a threesome with us?,L1,G,Couple
Truth,Have you ever had sex with more than one person at once? (Details optional).,L1,G,Couple
Truth,Spit or swallow?,L1,G,Couple
Truth,What would be a really hot place for us to have sex?,L1,G,Couple
Truth,Do you like anal?,L1,G,Couple
Truth,"Have you ever been caught in the act? If so, by whom?",L1,G,Couple
Truth,Where is the grossest place you've ever hooked up?,L1,G,Couple
Truth,Have you ever filmed a sex tape?,L1,G,Couple
Truth,Do you have any kinks or fetishes I don't know about?,L6,R,Couple
Truth,What's on your sexual bucket list that you haven't told me about?,L1,G,Couple
Truth,Would you rather have average sex every day or amazing sex once a month?,L1,G,Couple
Truth,"Who was your worst sexual partner, and why?",L1,G,Couple
Truth,Where is the riskiest place you've ever hooked up?,L1,G,Couple
Truth,Have you ever fantasized about a partner other than me?,L1,G,Couple
Truth,What is the most embarrassing thing that's happened to you during sex?,L1,G,Couple
Truth,What's the weirdest role play you've ever done?,L1,G,Couple
Truth,"On a scale of one to Mount Everest, how high is your sex drive?",L1,G,Couple
Truth,What would you like to see me dressed in on a special sexual occasion?,L1,G,Couple
Truth,"If you could only ever do one position for the rest of your life, which would it be?",L1,G,Couple
Truth,What does sexual chemistry mean to you?,L1,G,Couple
Truth,What do you fantasize about when you masturbate?,L6,R,Couple
Truth,What are your thoughts on BDSM?,L7,X,Couple
Truth,How many people have you slept with?,L1,G,Couple
Truth,Would you ever have sex with someone for money?,L1,G,Couple
Truth,Have you ever had a run-in with the law because of a sexual act?,L1,G,Couple
Truth,What's your go-to masturbation routine?,L6,R,Couple
Truth,Have you ever sent a nude to your partner/anyone?,L6,R,Couple
Truth,What is your dirtiest sexual fantasy?,L6,R,Group
Truth,"Do you have any kinks, fetishes, or guilty pleasures I don't know about?",L6,R,Group
Truth,How do you define good sex?,L1,G,Group
Truth,Would you ever have sex in a public place? Where?,L1,G,Group
Truth,Would you like to be tied up (or tie me up)?,L7,X,Group
Truth,What's the kinkiest thing you've ever done in bed?,L6,R,Group
Truth,How would you feel about people watching us have sex?,L1,G,Group
Truth,What is the largest age gap between you and a sexual partner?,L1,G,Group
Truth,Who in this room would you fantasize about while masturbating?,L6,R,Group
Truth,What is the most extreme sexual act you have ever performed?,L1,G,Group
Truth,What is the weirdest sexual request you have ever received?,L1,G,Group
Truth,Have you ever had sex with more than one person at once? (Details optional).,L1,G,Group
Truth,Spit or swallow?,L1,G,Group
Truth,Do you like anal?,L1,G,Group
Truth,"Have you ever been caught in the act? If so, by whom?",L1,G,Group
Truth,Where is the grossest place you've ever hooked up?,L1,G,Group
Truth,Have you ever filmed a sex tape?,L1,G,Group
Truth,Do you have any kinks or fetishes I don't know about?,L6,R,Group
Truth,What's on your sexual bucket list that you haven't told me about?,L1,G,Group
Truth,Would you rather have average sex every day or amazing sex once a month?,L1,G,Group
Truth,"Who was your worst sexual partner, and why?",L1,G,Group
Truth,Where is the riskiest place you've ever hooked up?,L1,G,Group
Truth,What is the most embarrassing thing that's happened to you during sex?,L1,G,Group
Truth,Have you ever had sex with more than one person at once?,L1,G,Group
Truth,Name two people in the group who you'd have a threesome with.,L1,G,Group
Truth,What's the weirdest role play you've ever done?,L1,G,Group
Truth,"On a scale of one to Mount Everest, how high is your sex drive?",L1,G,Group
Truth,"If you could only ever do one position for the rest of your life, which would it be?",L1,G,Group
Truth,What does sexual chemistry mean to you?,L1,G,Group
Truth,What do you fantasize about when you masturbate?,L6,R,Group
Truth,What are your thoughts on BDSM?,L7,X,Group
Truth,How many people have you slept with?,L1,G,Group
Truth,Would you ever have sex with someone for money?,L1,G,Group
Truth,Have you ever had a run-in with the law because of a sexual act?,L1,G,Group
Truth,What's your go-to masturbation routine?,L6,R,Group
Truth,Have you ever sent a nude to your partner/anyone?,L6,R,Group
Truth,Have you ever had a dirty dream about anyone in this group?,L1,G,Group
Truth,What is the most shameful or embarrassing sexual fantasy you've ever had?,L6,R,Couple
Truth,Describe a time you felt sexually inadequate or insecure with a partner.,L1,G,Couple
Truth,What is the most 'vanilla' sex act that you secretly find incredibly hot?,L1,G,Couple
Truth,"If you could have a one-night stand with any fictional character, who would it be and what would you do?",L1,G,Couple
Truth,What is the most scandalous place you've ever masturbated?,L6,R,Couple
Truth,What is a sexual boundary you've set that you secretly wish your partner would push?,L1,G,Couple
Truth,"Describe your perfect sexual fantasy from start to finish, in full detail.",L6,R,Couple
Truth,"What is the most intense orgasm you've ever had, and what caused it?",L6,R,Couple
Truth,What is a non-sexual quality in your partner that turns you on immensely?,L2,G,Couple
Truth,What is your biggest sexual regret?,L1,G,Couple
Truth,What is your honest opinion on incorporating BDSM elements like spanking or restraints into our sex life?,L7,X,Couple
Truth,Have you ever fantasized about being sexually dominated or submissive? Describe the scenario.,L6,R,Couple
Truth,What is a specific kink or fetish you've been curious about but afraid to bring up?,L6,R,Couple
Truth,"What is your favorite type of porn to watch, and what do you like about it?",L6,R,Couple
Truth,"If you could role-play any scenario without judgment, what would it be?",L1,G,Couple
Truth,What are your thoughts on using sex toys together to explore new sensations?,L1,G,Couple
Truth,"What is your 'safeword' for when things get too intense, and have you ever had to use one?",L1,G,Couple
Truth,Describe a time you felt a strong power dynamic in a sexual encounter.,L1,G,Couple
Truth,What is a sexual act you've never tried but are secretly desperate to?,L1,G,Couple
Truth,What is your opinion on filming or taking photos during our intimate moments?,L1,G,Couple
Truth,What is a taboo fantasy you've never told anyone about?,L8,X,Couple
Truth,What are your thoughts on consensual pain or discomfort for sexual pleasure?,L1,G,Couple
Truth,Have you ever had a fantasy about being sexually humiliated or degraded in a consensual way?,L1,G,Couple
Truth,What is your ultimate 'no limits' sexual scenario?,L1,G,Couple
Truth,What is a sexual act that both terrifies and excites you?,L1,G,Couple
Truth,What is the most extreme or 'depraved' sexual thought you've ever had?,L9,X,Couple
Truth,"If all laws and societal norms were suspended for one night, what is the first sexual thing you would do?",L1,G,Couple
Truth,What is a sexual act you believe is 'wrong' but still fantasize about?,L1,G,Couple
Truth,Describe a fantasy that involves a total loss of control or surrender of your autonomy.,L1,G,Couple
Truth,What is a sexual experience that you think would fundamentally change you as a person?,L9,X,Couple
Dare,"Let me give you a 'full body' kiss, starting from your toes and ending on your lips, taking at least 5 minutes.",L6,R,Couple
Dare,"Use your mouth to remove one item of my clothing, without using your hands for 60 seconds.",L4,R,Couple
Dare,"Let's take a shower together, and you can only wash me with your body, no hands for 30 seconds.",L1,G,Couple
Dare,"Write a sexually explicit story with me as the main character, and read it out loud for 60 seconds.",L1,G,Couple
Dare,Let me blindfold you and tease you with three different objects. You have to guess what they are.,L7,X,Couple
Dare,Perform a striptease for me to a song of my choosing for 90 seconds.,L1,G,Couple
Dare,"Let me cover one of your body parts in whipped cream or chocolate sauce, and I'll lick it all off for 90 seconds.",L1,G,Couple
Dare,"Masturbate in front of me, but you can't touch your genitals. Use a pillow, toy, or other object for 90 seconds.",L8,X,Couple
Dare,"Let's have a 'quickie' right here, right now, in a place we normally wouldn't for 60 seconds.",L1,G,Couple
Dare,"Give me a detailed, verbal 'tour' of your body, describing what you like about each part and how you want me to touch it for 90 seconds.",L1,G,Couple
Dare,Let me take a series of erotic photos of you in any pose I choose for 30 seconds.,L1,G,Couple
Dare,Let's watch a porn video together and you have to narrate what's happening in a sensual voice.,L1,G,Couple
Dare,Give me a lap dance for the entire duration of one song for 90 seconds.,L4,R,Couple
Dare,Let me tie one of your hands to the bedpost for the next 30 minutes.,L1,G,Couple
Dare,"Whisper your dirtiest fantasy in my ear, and then we have to act out the first part of it for 30 seconds.",L1,G,Couple
Dare,Let me tie you to the bed with silk scarves and tease you until you beg for release.,L7,X,Couple
Dare,"I get to spank you, starting softly and getting harder, until you tell me to stop. You have to count each spank out loud.",L1,G,Couple
Dare,"I will edge you for the next 15 minutes, bringing you to the brink of orgasm and then stopping. You can't touch yourself.",L7,X,Couple
Dare,"Let's role-play a scenario of my choosing for the next 30 minutes (e.g. doctor/patient, teacher/student).",L1,G,Couple
Dare,I get to choose a sex toy and use it on you in any way I want for the next 10 minutes.,L1,G,Couple
Dare,You have to remain completely still while I explore your entire body with my mouth for 90 seconds.,L1,G,Couple
Dare,"Let me put a blindfold and headphones on you, and then I'll pleasure you, focusing on sensory deprivation for 2 minutes.",L1,G,Couple
Dare,"You have to worship my body for 10 minutes, kissing, licking, and praising every part I command.",L1,G,Couple
Dare,"I get to give you a 'service' menu of sexual acts, and you have to choose one to perform on me right now for 60 seconds.",L1,G,Couple
Dare,Let's try a new sexual position from the Kama Sutra that we've never done before for 30 seconds.,L1,G,Couple
Dare,"You have to give me oral sex until I climax, no matter how long it takes for 2 minutes.",L7,X,Couple
Dare,Let me put a collar or leash on you for the next hour for 60 seconds.,L7,X,Couple
Dare,You have to ask for my permission before you can touch me in any way for the next 30 minutes.,L1,G,Couple
Dare,"I get to use ice cubes to tease your entire body, paying special attention to your most sensitive spots for 30 seconds.",L1,G,Couple
Dare,"Let's have sex in a semi-public place, like a balcony or a car for 60 seconds.",L1,G,Couple
Dare,"I get to choose your outfit for our next date, and it has to be something daring for 60 seconds.",L1,G,Couple
Dare,You have to wear a butt plug for the next hour while we go about our evening for 60 seconds.,L7,X,Couple
Dare,Let's engage in some light impact play. I get to use a paddle or crop on your ass for 60 seconds.,L8,X,Couple
Dare,You have to masturbate with a vibrator while I give you instructions on the speed and intensity for 30 seconds.,L6,R,Couple
Dare,"I get to write a word or symbol on your body with a marker, and it has to stay there for 24 hours for 60 seconds.",L1,G,Couple
Dare,You have to perform a task for me while completely naked for 30 seconds.,L6,R,Couple
Dare,Let's try some light bondage with ropes. I'll tie you up in a simple but restrictive position for 30 seconds.,L7,X,Couple
Dare,"You have to give me a foot massage, but you can only use your mouth for 90 seconds.",L1,G,Couple
Dare,"I will be your 'Master' or 'Mistress' for the next hour, and you have to obey my every command for 60 seconds.",L1,G,Couple
Dare,"You have to strip for me, but you can only remove your clothes using your teeth for 60 seconds.",L1,G,Couple
Dare,"I get to restrain you fully with rope or cuffs, and you have to stay that way for at least 30 minutes while I do whatever I want to you.",L7,X,Couple
Dare,"You have to endure a session of impact play with a tool of my choice (e.g. flogger, cane) for a set number of strikes for 60 seconds.",L8,X,Couple
Dare,"I will deny you orgasm, no matter how much you beg for 30 seconds.",L1,G,Couple
Dare,Let's engage in a humiliation role-play where I get to verbally degrade you (with pre-negotiated limits) for 60 seconds.,L8,X,Couple
Dare,"You have to wear a gag and be my 'pet' for the next hour, crawling on the floor and obeying non-verbal commands for 60 seconds.",L1,G,Couple
Dare,"Let's try anal play, with you either giving or receiving for 60 seconds.",L1,G,Couple
Dare,"I get to film our next sexual encounter, and I have complete control over the angles and what we do for 60 seconds.",L1,G,Couple
Dare,You have to let me use your body as a human canvas and paint on you with body-safe paint for 60 seconds.,L1,G,Couple
Dare,Let's engage in some light 'fear play' where I get to startle or intimidate you in a consensual way for 60 seconds.,L1,G,Couple
Dare,"You have to let me choose a 'punishment' for you for a minor infraction, and you have to accept it without question for 60 seconds.",L1,G,Couple
Dare,I get to use clamps on your nipples or other sensitive areas for at least 10 minutes.,L1,G,Couple
Dare,You have to let me give you a 'golden shower' (urinate on you) in the shower for 30 seconds.,L8,X,Couple
Dare,"Let's have sex in a way that feels primal or 'animalistic', with growling, biting, and scratching (within limits) for 60 seconds.",L8,X,Couple
Dare,"You have to let me control your orgasm completely, deciding if, when, and how you are allowed to climax for 60 seconds.",L6,R,Couple
Dare,Let's explore a power exchange dynamic where one of us is the 'owner' and the other is the 'property' for an evening for 90 seconds.,L1,G,Couple
Dare,"I get to choose a fantasy outfit for you to wear, and you have to stay in character for the entire scene for 60 seconds.",L1,G,Couple
Dare,You have to let me explore your body with hot wax (using low-temperature candles) for 90 seconds.,L7,X,Couple
Dare,"Let's have a 'rape' fantasy role-play scene, with pre-negotiated boundaries and a clear safeword for 3 minutes.",L1,G,Couple
Dare,You have to let me use you as a piece of human furniture for 15 minutes.,L1,G,Couple
Dare,"I get to decide what you wear, what you eat, and when you speak for 60 seconds.",L1,G,Couple
Dare,Let's explore a consensual non-consent (CNC) scene where I 'take' what I want without asking for 90 seconds.,L9,X,Couple
Dare,"You have to agree to a Total Power Exchange (TPE), where I have complete control over every aspect of your life for 60 seconds.",L1,G,Couple
Dare,"I get to use a knife for some 'edge play', running the dull side over your skin while you are blindfolded (with extreme caution and trust) for 2 minutes.",L9,X,Couple
Dare,"Let's engage in a 'breath play' scene, where I control your breathing for short, consensual periods for 60 seconds.",L1,G,Couple
Dare,"You have to agree to a 'slave' contract for a day, where you are my property to use as I see fit for 60 seconds.",L1,G,Couple
Dare,"Let's have a 'gangbang' fantasy with toys, where you are the center of attention for multiple 'partners' for 60 seconds.",L1,G,Couple
Dare,"You have to endure a session of heavy impact play, pushing your pain tolerance to its limits for 60 seconds.",L1,G,Couple
Dare,"Let's explore a 'medical play' scene, with me as the doctor and you as the patient undergoing an 'examination' for 90 seconds.",L1,G,Couple
Dare,You have to agree to be my 'human toilet' for one act (consensual scat play) for 60 seconds.,L1,G,Couple
Dare,"Let's plan and execute a scene that involves our deepest, darkest, and most taboo fantasy for 60 seconds.",L8,X,Couple
Truth,"Describe in explicit detail the last time you masturbated—what you thought about, what you did, how it felt.",L6,R,Couple
Truth,"What's the most public place you've ever gotten aroused, and what caused it?",L1,G,Couple
Truth,"If you had to choose between never receiving oral sex again or never giving it again, which would you choose and why?",L7,X,Couple
Truth,"What's a body part of mine that you're secretly obsessed with, and what do you want to do to it?",L1,G,Couple
Truth,"Describe your ideal one-night stand scenario with a stranger—where, how, and what would you do?",L1,G,Couple
Truth,What's the most embarrassing thing that's ever happened to you during sex?,L1,G,Couple
Truth,"If you could have sex with me anywhere in this room right now, where would it be and in what position?",L6,R,Couple
Truth,What's a sexual act you've done that you'd never want anyone else to know about?,L1,G,Couple
Truth,Describe the physical sensation of your last orgasm in as much detail as possible.,L6,R,Couple
Truth,What's something about my body that turns you on that I probably don't even realize?,L2,G,Couple
Truth,"If you had to be either dominant or submissive for the rest of your sex life, which would you choose?",L7,X,Couple
Truth,What's the most degrading or humiliating thing you've ever fantasized about someone doing to you?,L1,G,Couple
Truth,"Describe a specific BDSM scene you'd want to try with me, from start to finish.",L7,X,Couple
Truth,What's your honest reaction to the idea of me using a strap-on on you (or you using one on me)?,L1,G,Couple
Truth,"If I wanted to tie you up and use you however I wanted, what would be your only hard limit?",L7,X,Couple
Truth,What's a kink you have that you think would shock me?,L6,R,Couple
Truth,Describe a time you felt genuine sexual power over someone—what did you do and how did it feel?,L1,G,Couple
Truth,What's the most intense pain you'd be willing to experience for sexual pleasure?,L1,G,Couple
Truth,"If you could watch me have sex with one other person, who would it be and why?",L1,G,Couple
Truth,What's a sexual fantasy you have that involves me being completely helpless?,L6,R,Couple
Truth,"What's the darkest, most taboo sexual thought you've ever had that you've never told anyone?",L8,X,Couple
Truth,"If you could experience one 'no limits' sexual scenario with complete anonymity, what would it be?",L1,G,Couple
Truth,Describe a fantasy where you're being used purely for someone else's pleasure with no regard for your own.,L1,G,Couple
Truth,What's a sexual act that both disgusts and arouses you at the same time?,L1,G,Couple
Truth,If you had to choose one: being publicly humiliated sexually or experiencing intense physical pain during sex?,L1,G,Couple
Truth,"What's the most depraved, morally questionable sexual fantasy you've ever had?",L9,X,Couple
Truth,"If there were no consequences—legal, social, or moral—what's the first extreme sexual thing you'd do?",L1,G,Couple
Truth,Describe a sexual scenario that would fundamentally change your view of yourself if you actually did it.,L9,X,Couple
Truth,What's a sexual act you've fantasized about that you genuinely believe you should feel ashamed of?,L1,G,Couple
Truth,"If you could live out your absolute darkest fantasy with me right now, what would happen?",L9,X,Couple
Dare,Masturbate in front of me for 2 minutes while maintaining eye contact the entire time.,L6,R,Couple
Dare,"Get completely naked, lie down, and let me examine your entire body without touching you for 2 minutes.",L6,R,Couple
Dare,Use only your tongue to pleasure one body part of mine (I choose which) for 90 seconds.,L1,G,Couple
Dare,Strip completely naked and perform a sensual dance to a song of my choice for 90 seconds.,L6,R,Couple
Dare,Let me take 5 explicit photos of you in any poses I choose for 30 seconds.,L1,G,Couple
Dare,Pleasure yourself with a household object (not a sex toy) while I watch for 2 minutes.,L1,G,Couple
Dare,"Describe out loud, in graphic detail, exactly what you want to do to my body right now for 60 seconds.",L1,G,Couple
Dare,Let me cover your nipples in something edible and lick it off slowly for 90 seconds.,L1,G,Couple
Dare,Get on your knees and worship my body with your mouth for 2 minutes (no genital contact).,L7,X,Couple
Dare,Masturbate while I give you explicit verbal instructions on exactly how to do it for 2 minutes.,L6,R,Couple
Dare,Let me draw or write something dirty on your naked body with a marker for 60 seconds.,L6,R,Couple
Dare,"Simulate giving me oral sex on a phallic object (banana, dildo, etc.) while making eye contact for 2 minutes.",L7,X,Couple
Dare,Stand naked in front of the window for 30 seconds.,L6,R,Couple
Dare,Let me spread your legs and stare at your genitals for a full minute without touching for 90 seconds.,L6,R,Couple
Dare,Record yourself saying the filthiest thing you can think of and send it to me for 30 seconds.,L1,G,Couple
Dare,Let me spank you 20 times as hard as I want—you have to count each one out loud.,L7,X,Couple
Dare,"Put on a collar and leash, get on all fours, and let me lead you around the room for 60 seconds.",L7,X,Couple
Dare,Let me tie your hands behind your back and tease you with ice cubes on your most sensitive areas for 30 seconds.,L7,X,Couple
Dare,Kneel in front of me and beg me to let you pleasure me—be specific and degrading for 30 seconds.,L1,G,Couple
Dare,"Let me blindfold you, then I'll touch you with 5 different objects and you have to guess what they are.",L1,G,Couple
Dare,Give me oral sex for 3 minutes—I'll tell you exactly how to do it and you must obey.,L7,X,Couple
Dare,Let me put clothespins or clamps on your nipples for 60 seconds.,L7,X,Couple
Dare,Assume a submissive position (I choose) and hold it perfectly still for 2 minutes while I do whatever I want.,L1,G,Couple
Dare,Let me spit in your mouth and you have to swallow it for 60 seconds.,L1,G,Couple
Dare,Crawl to me on your hands and knees and kiss my feet for 90 seconds.,L7,X,Couple
Dare,Let me slap you across the face (agree on intensity first) for 30 seconds.,L1,G,Couple
Dare,"Bend over and let me use a belt, paddle, or hand to spank you 10 times.",L7,X,Couple
Dare,Let me put a dildo or vibrator inside you and control it for 2 minutes.,L1,G,Couple
Dare,Masturbate while I verbally degrade you—you can't stop until I say so for 30 seconds.,L8,X,Couple
Dare,Let me tie you to a chair and tease you without letting you touch me for 90 seconds.,L7,X,Couple
Dare,Suck on my fingers while making eye contact and moaning for 90 seconds.,L1,G,Couple
Dare,Let me drip hot wax from a candle onto your chest or back (use low-temp candles) for 60 seconds.,L7,X,Couple
Dare,"Assume the position of a piece of furniture (footstool, table) and stay perfectly still for 2 minutes.",L1,G,Couple
Dare,Let me put my hand around your throat while you tell me what you want me to do to you for 30 seconds.,L1,G,Couple
Dare,"Get on your knees, open your mouth, and let me use it however I want for 60 seconds.",L1,G,Couple
Dare,Let me edge you—bring you close to orgasm and stop—three times in a row for 2 minutes.,L7,X,Couple
Dare,Wear a butt plug for the next 3 rounds of the game.,L7,X,Couple
Dare,Let me film you masturbating from an angle of my choosing for 60 seconds.,L6,R,Couple
Dare,Lick my armpit while moaning like you're enjoying it for 90 seconds.,L1,G,Couple
Dare,Let me put a gag in your mouth and use you however I want for 2 minutes.,L7,X,Couple
Dare,"Let me restrain your hands and feet, then I'll do whatever I want to you for 3 minutes.",L7,X,Couple
Dare,Take a hard spanking with a paddle or belt—at least 15 strikes—without making a sound.,L8,X,Couple
Dare,Let me fuck your mouth as roughly as I want for 90 seconds.,L8,X,Couple
Dare,Get in the most degrading position you can think of and hold it while I take photos for 30 seconds.,L8,X,Couple
Dare,"Let me use a riding crop, flogger, or cane on your ass or thighs—10 hard strikes for 60 seconds.",L8,X,Couple
Dare,Beg me to hurt you—be specific about what you want me to do for 30 seconds.,L7,X,Couple
Dare,Let me put a collar on you and write 'SLUT' or another degrading word on your body for 60 seconds.,L8,X,Couple
Dare,Assume a spread-eagle position and let me do anything I want to your exposed body for 2 minutes.,L1,G,Couple
Dare,Let me choke you during oral sex (establish safe signal first) for 2 minutes.,L8,X,Couple
Dare,Crawl to me and lick my genitals without using your hands for 90 seconds.,L6,R,Couple
Dare,Let me spit on you anywhere I choose for 60 seconds.,L8,X,Couple
Dare,"Take a hard slap to the face, then thank me and ask for another for 30 seconds.",L1,G,Couple
Dare,Let me penetrate you with an object of my choosing (agree on what's safe first).,L1,G,Couple
Dare,Masturbate while I verbally abuse and degrade you as harshly as possible for 2 minutes.,L8,X,Couple
Dare,Let me tie you up and leave you exposed and helpless for 3 minutes while I watch.,L7,X,Couple
Dare,Get on your knees and let me use your hair to control your head while you pleasure me for 2 minutes.,L1,G,Couple
Dare,"Let me put nipple clamps on you, then pull on them while you try not to react for 60 seconds.",L7,X,Couple
Dare,Simulate being raped—act scared and try to resist while I overpower you (safe word ready) for 60 seconds.,L1,G,Couple
Dare,Let me piss on you in the shower for 30 seconds.,L8,X,Couple
Dare,"Take an anal penetration (finger, toy, or penis) without any warm-up for 60 seconds.",L8,X,Couple
Dare,"Let me slap you across the face as hard as I can, then immediately kiss me passionately for 90 seconds.",L8,X,Couple
Dare,"Get on your knees, call yourself degrading names, and beg me to use you like an object for 30 seconds.",L8,X,Couple
Dare,Let me put you in the most painful bondage position I can think of and leave you there for 2 minutes.,L1,G,Couple
Dare,Simulate a consensual non-consent (CNC) rape scene—fight back while I overpower and 'take' you for 60 seconds.,L9,X,Couple
Dare,Let me use a knife to cut off your clothes while you stay perfectly still (dull side on skin) for 60 seconds.,L9,X,Couple
Dare,Take the hardest spanking you've ever received—at least 30 strikes—and thank me after each one.,L9,X,Couple
Dare,"Let me choke you until you almost pass out (safe signal established, extreme caution).",L9,X,Couple
Dare,Crawl to me and lick my asshole for 90 seconds.,L8,X,Couple
Dare,Let me fuck you in the most degrading way I can think of while calling you filthy names for 30 seconds.,L1,G,Couple
Dare,Beg me to hurt you worse than I ever have before—describe exactly what you want for 30 seconds.,L7,X,Couple
Truth,"Describe the exact moment you knew you wanted to fuck me for the first time—where were we, what was I doing, what were you thinking?",L6,R,Couple
Truth,What's a sexual position you've always wanted to try but have been too embarrassed to ask for?,L6,R,Couple
Truth,Tell me about a time you masturbated thinking about someone other than me—who was it and what were you imagining?,L6,R,Couple
Truth,"What's the kinkiest porn you've watched in the last month, and what specifically turned you on about it?",L6,R,Couple
Truth,"If you could have a threesome with me and one other person we both know, who would it be and what would you want to do?",L1,G,Couple
Truth,What's a part of my body you fantasize about that I've never paid attention to?,L1,G,Couple
Truth,"Describe your ideal 'quickie' scenario with me—where, how fast, what position?",L1,G,Couple
Truth,What's something I do during sex that drives you absolutely wild that I might not even realize?,L1,G,Couple
Truth,Tell me about the most intense orgasm you've ever given yourself—what technique did you use?,L6,R,Couple
Truth,What's a sexual fantasy involving me that you've never shared because you thought I'd say no?,L6,R,Couple
Truth,"If I wanted to dominate you completely right now, what's the one thing you'd beg me to do to you?",L1,G,Couple
Truth,"What's the most submissive you've ever felt during sex, and what caused that feeling?",L6,R,Couple
Truth,"Tell me honestly: would you rather be spanked, choked, or tied up right now?",L7,X,Couple
Truth,What's a degrading name or phrase you secretly want me to call you during sex?,L1,G,Couple
Truth,Describe a BDSM scene you've fantasized about where I'm in complete control of your body.,L7,X,Couple
Truth,If you had to choose: would you rather give me oral sex for an hour or let me use you however I want for 10 minutes?,L7,X,Couple
Truth,"What's the most pain you've ever enjoyed during sex, and do you want more or less of it?",L1,G,Couple
Truth,Tell me about a time you felt genuinely owned or possessed during a sexual encounter.,L1,G,Couple
Truth,What's a kink you have that you're afraid might be 'too much' for me?,L6,R,Couple
Truth,"If I put a collar on you right now and made you my pet for the evening, what would you want me to make you do?",L1,G,Couple
Truth,What's the most degrading sexual act you've ever fantasized about experiencing?,L1,G,Couple
Truth,Tell me your darkest rape fantasy—be specific about what happens and how it makes you feel.,L1,G,Couple
Truth,"If you could be my sex slave for one night with no limits, what would you want me to do to you?",L1,G,Couple
